created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-10-14T23:59:39+00:00,2356,6.16,6.88,,,,,,,,,,
2024-10-14T23:59:41+00:00,2357,,,,,,,27.80,67.00,,,,
2024-10-14T23:59:43+00:00,2358,,,824.05,0.24,,,,,,,,
2024-10-14T23:59:45+00:00,2359,,,,,2922.41,1.44,,,,,,
2024-10-14T23:59:50+00:00,2360,6.21,6.79,,,,,,,,,,
2024-10-14T23:59:52+00:00,2361,,,,,,,27.80,67.00,,,,
2024-10-14T23:59:54+00:00,2362,,,817.58,0.25,,,,,,,,
2024-10-14T23:59:56+00:00,2363,,,,,2933.72,1.42,,,,,,
2024-10-15T00:00:01+00:00,2364,6.17,6.85,,,,,,,,,,
2024-10-15T00:00:03+00:00,2365,,,,,,,27.80,67.00,,,,
2024-10-15T00:00:05+00:00,2366,,,828.12,0.24,,,,,,,,
2024-10-15T00:00:07+00:00,2367,,,,,2937.50,1.42,,,,,,
2024-10-15T00:00:12+00:00,2368,6.21,6.79,,,,,,,,,,
2024-10-15T00:00:14+00:00,2369,,,,,,,27.80,67.00,,,,
2024-10-15T00:00:16+00:00,2370,,,820.81,0.24,,,,,,,,
2024-10-15T00:00:18+00:00,2371,,,,,2933.72,1.42,,,,,,
2024-10-15T00:00:23+00:00,2372,6.22,6.77,,,,,,,,,,
2024-10-15T00:00:25+00:00,2373,,,,,,,27.80,67.00,,,,
2024-10-15T00:00:27+00:00,2374,,,819.19,0.25,,,,,,,,
2024-10-15T00:00:29+00:00,2375,,,,,2933.72,1.42,,,,,,
2024-10-15T00:00:34+00:00,2376,6.19,6.83,,,,,,,,,,
2024-10-15T00:00:36+00:00,2377,,,,,,,27.80,67.00,,,,
2024-10-15T00:00:38+00:00,2378,,,820.81,0.24,,,,,,,,
2024-10-15T00:00:40+00:00,2379,,,,,2937.50,1.42,,,,,,
2024-10-15T00:00:46+00:00,2380,6.17,6.86,,,,,,,,,,
2024-10-15T00:00:47+00:00,2381,,,,,,,27.80,67.00,,,,
2024-10-15T00:00:49+00:00,2382,,,820.00,0.24,,,,,,,,
2024-10-15T00:00:51+00:00,2383,,,,,3002.93,1.30,,,,,,
2024-10-15T00:00:56+00:00,2384,6.23,6.76,,,,,,,,,,
2024-10-15T00:00:58+00:00,2385,,,,,,,27.80,67.00,,,,
2024-10-15T00:01:00+00:00,2386,,,822.43,0.24,,,,,,,,
2024-10-15T00:01:02+00:00,2387,,,,,2937.50,1.42,,,,,,
2024-10-15T00:01:07+00:00,2388,6.17,6.85,,,,,,,,,,
2024-10-15T00:01:10+00:00,2389,,,,,,,27.80,67.00,,,,
2024-10-15T00:01:12+00:00,2390,,,820.00,0.24,,,,,,,,
2024-10-15T00:01:14+00:00,2391,,,,,2926.17,1.44,,,,,,
2024-10-15T00:01:19+00:00,2392,6.25,6.72,,,,,,,,,,
2024-10-15T00:01:21+00:00,2393,,,,,,,27.80,67.00,,,,
2024-10-15T00:01:23+00:00,2394,,,815.96,0.25,,,,,,,,
2024-10-15T00:01:25+00:00,2395,,,,,2937.50,1.42,,,,,,
2024-10-15T00:01:30+00:00,2396,6.23,6.76,,,,,,,,,,
2024-10-15T00:01:32+00:00,2397,,,,,,,27.80,67.00,,,,
2024-10-15T00:01:34+00:00,2398,,,817.58,0.25,,,,,,,,
2024-10-15T00:01:36+00:00,2399,,,,,2929.94,1.43,,,,,,
2024-10-15T00:01:41+00:00,2400,6.17,6.85,,,,,,,,,,
2024-10-15T00:01:43+00:00,2401,,,,,,,27.80,67.00,,,,
2024-10-15T00:01:45+00:00,2402,,,819.19,0.25,,,,,,,,
2024-10-15T00:01:47+00:00,2403,,,,,2933.72,1.42,,,,,,
2024-10-15T00:01:52+00:00,2404,6.21,6.79,,,,,,,,,,
2024-10-15T00:01:54+00:00,2405,,,,,,,27.80,67.00,,,,
2024-10-15T00:01:56+00:00,2406,,,818.38,0.25,,,,,,,,
2024-10-15T00:01:58+00:00,2407,,,,,2926.17,1.44,,,,,,
2024-10-15T00:02:03+00:00,2408,6.22,6.78,,,,,,,,,,
2024-10-15T00:02:05+00:00,2409,,,,,,,27.80,67.00,,,,
2024-10-15T00:02:07+00:00,2410,,,820.00,0.24,,,,,,,,
2024-10-15T00:02:09+00:00,2411,,,,,2926.17,1.44,,,,,,
2024-10-15T00:02:14+00:00,2412,6.16,6.88,,,,,,,,,,
2024-10-15T00:02:16+00:00,2413,,,,,,,27.80,67.00,,,,
2024-10-15T00:02:18+00:00,2414,,,818.38,0.25,,,,,,,,
2024-10-15T00:02:20+00:00,2415,,,,,2911.18,1.46,,,,,,
2024-10-15T00:02:26+00:00,2416,6.15,6.90,,,,,,,,,,
2024-10-15T00:02:27+00:00,2417,,,,,,,27.80,67.00,,,,
2024-10-15T00:02:29+00:00,2418,,,820.00,0.24,,,,,,,,
2024-10-15T00:02:31+00:00,2419,,,,,2926.17,1.44,,,,,,
2024-10-15T00:02:36+00:00,2420,6.18,6.84,,,,,,,,,,
2024-10-15T00:02:38+00:00,2421,,,,,,,27.80,67.00,,,,
2024-10-15T00:02:40+00:00,2422,,,818.38,0.25,,,,,,,,
2024-10-15T00:02:42+00:00,2423,,,,,2926.17,1.44,,,,,,
2024-10-15T00:02:48+00:00,2424,6.14,6.91,,,,,,,,,,
2024-10-15T00:02:50+00:00,2425,,,,,,,27.80,67.00,,,,
2024-10-15T00:02:52+00:00,2426,,,824.87,0.24,,,,,,,,
2024-10-15T00:02:54+00:00,2427,,,,,2892.59,1.50,,,,,,
2024-10-15T00:02:59+00:00,2428,6.17,6.85,,,,,,,,,,
2024-10-15T00:03:01+00:00,2429,,,,,,,27.80,67.00,,,,
2024-10-15T00:03:03+00:00,2430,,,818.38,0.25,,,,,,,,
2024-10-15T00:03:05+00:00,2431,,,,,2926.17,1.44,,,,,,
2024-10-15T00:03:10+00:00,2432,6.19,6.83,,,,,,,,,,
2024-10-15T00:03:12+00:00,2433,,,,,,,27.80,67.00,,,,
2024-10-15T00:03:14+00:00,2434,,,817.58,0.25,,,,,,,,
2024-10-15T00:03:16+00:00,2435,,,,,2922.41,1.44,,,,,,
2024-10-15T00:03:21+00:00,2436,6.15,6.90,,,,,,,,,,
2024-10-15T00:03:23+00:00,2437,,,,,,,27.80,67.00,,,,
2024-10-15T00:03:25+00:00,2438,,,820.00,0.24,,,,,,,,
2024-10-15T00:03:27+00:00,2439,,,,,2918.66,1.45,,,,,,
2024-10-15T00:03:32+00:00,2440,6.15,6.90,,,,,,,,,,
2024-10-15T00:03:34+00:00,2441,,,,,,,27.80,67.00,,,,
2024-10-15T00:03:36+00:00,2442,,,818.38,0.25,,,,,,,,
2024-10-15T00:03:38+00:00,2443,,,,,2870.51,1.54,,,,,,
2024-10-15T00:03:43+00:00,2444,6.17,6.86,,,,,,,,,,
2024-10-15T00:03:45+00:00,2445,,,,,,,27.80,67.00,,,,
2024-10-15T00:03:47+00:00,2446,,,816.77,0.25,,,,,,,,
2024-10-15T00:03:49+00:00,2447,,,,,2900.00,1.48,,,,,,
2024-10-15T00:03:54+00:00,2448,6.14,6.91,,,,,,,,,,
2024-10-15T00:03:56+00:00,2449,,,,,,,27.80,67.00,,,,
2024-10-15T00:03:58+00:00,2450,,,817.58,0.25,,,,,,,,
2024-10-15T00:04:00+00:00,2451,,,,,2900.00,1.48,,,,,,
2024-10-15T00:04:06+00:00,2452,6.17,6.86,,,,,,,,,,
2024-10-15T00:04:07+00:00,2453,,,,,,,27.80,67.00,,,,
2024-10-15T00:04:09+00:00,2454,,,824.05,0.24,,,,,,,,
2024-10-15T00:04:11+00:00,2455,,,,,2896.29,1.49,,,,,,
2024-10-15T00:04:16+00:00,2456,6.16,6.88,,,,,,,,,,
2024-10-15T00:04:18+00:00,2457,,,,,,,27.80,67.00,,,,
2024-10-15T00:04:20+00:00,2458,,,818.38,0.25,,,,,,,,
2024-10-15T00:04:22+00:00,2459,,,,,2900.00,1.48,,,,,,
2024-10-15T00:04:27+00:00,2460,6.14,6.91,,,,,,,,,,
2024-10-15T00:04:30+00:00,2461,,,,,,,27.80,67.00,,,,
2024-10-15T00:04:32+00:00,2462,,,816.77,0.25,,,,,,,,
2024-10-15T00:04:34+00:00,2463,,,,,2911.18,1.46,,,,,,
2024-10-15T00:04:39+00:00,2464,6.14,6.91,,,,,,,,,,
2024-10-15T00:04:41+00:00,2465,,,,,,,27.80,67.00,,,,
2024-10-15T00:04:43+00:00,2466,,,819.19,0.25,,,,,,,,
2024-10-15T00:04:45+00:00,2467,,,,,2903.72,1.48,,,,,,
2024-10-15T00:04:50+00:00,2468,6.22,6.77,,,,,,,,,,
2024-10-15T00:04:52+00:00,2469,,,,,,,27.80,67.00,,,,
2024-10-15T00:04:54+00:00,2470,,,817.58,0.25,,,,,,,,
2024-10-15T00:04:56+00:00,2471,,,,,2937.50,1.42,,,,,,
2024-10-15T00:05:01+00:00,2472,6.17,6.86,,,,,,,,,,
2024-10-15T00:05:03+00:00,2473,,,,,,,27.80,67.00,,,,
2024-10-15T00:05:05+00:00,2474,,,819.19,0.25,,,,,,,,
2024-10-15T00:05:07+00:00,2475,,,,,2926.17,1.44,,,,,,
2024-10-15T00:05:12+00:00,2476,6.17,6.85,,,,,,,,,,
2024-10-15T00:05:14+00:00,2477,,,,,,,27.80,67.00,,,,
2024-10-15T00:05:16+00:00,2478,,,819.19,0.25,,,,,,,,
2024-10-15T00:05:18+00:00,2479,,,,,2896.29,1.49,,,,,,
2024-10-15T00:05:23+00:00,2480,6.16,6.88,,,,,,,,,,
2024-10-15T00:05:25+00:00,2481,,,,,,,27.80,67.00,,,,
2024-10-15T00:05:27+00:00,2482,,,818.38,0.25,,,,,,,,
2024-10-15T00:05:29+00:00,2483,,,,,2892.59,1.50,,,,,,
2024-10-15T00:05:34+00:00,2484,6.18,6.84,,,,,,,,,,
2024-10-15T00:05:36+00:00,2485,,,,,,,27.80,67.00,,,,
2024-10-15T00:05:38+00:00,2486,,,816.77,0.25,,,,,,,,
2024-10-15T00:05:40+00:00,2487,,,,,2896.29,1.49,,,,,,
2024-10-15T00:05:46+00:00,2488,6.16,6.88,,,,,,,,,,
2024-10-15T00:05:47+00:00,2489,,,,,,,27.80,67.00,,,,
2024-10-15T00:05:49+00:00,2490,,,817.58,0.25,,,,,,,,
2024-10-15T00:05:51+00:00,2491,,,,,2914.91,1.46,,,,,,
2024-10-15T00:05:56+00:00,2492,6.16,6.88,,,,,,,,,,
2024-10-15T00:05:59+00:00,2493,,,,,,,27.80,67.00,,,,
2024-10-15T00:06:01+00:00,2494,,,820.00,0.24,,,,,,,,
2024-10-15T00:06:03+00:00,2495,,,,,2903.72,1.48,,,,,,
2024-10-15T00:06:08+00:00,2496,6.13,6.92,,,,,,,,,,
2024-10-15T00:06:10+00:00,2497,,,,,,,27.80,67.00,,,,
2024-10-15T00:06:12+00:00,2498,,,819.19,0.25,,,,,,,,
2024-10-15T00:06:14+00:00,2499,,,,,2900.00,1.48,,,,,,
2024-10-15T00:06:19+00:00,2500,6.16,6.88,,,,,,,,,,
2024-10-15T00:06:21+00:00,2501,,,,,,,27.80,67.00,,,,
2024-10-15T00:06:23+00:00,2502,,,820.00,0.24,,,,,,,,
2024-10-15T00:06:25+00:00,2503,,,,,2892.59,1.50,,,,,,
2024-10-15T00:06:30+00:00,2504,6.16,6.88,,,,,,,,,,
2024-10-15T00:06:32+00:00,2505,,,,,,,27.80,67.00,,,,
2024-10-15T00:06:34+00:00,2506,,,815.96,0.25,,,,,,,,
2024-10-15T00:06:36+00:00,2507,,,,,2830.68,1.63,,,,,,
2024-10-15T00:06:41+00:00,2508,6.06,7.05,,,,,,,,,,
2024-10-15T00:06:43+00:00,2509,,,,,,,27.80,67.00,,,,
2024-10-15T00:06:45+00:00,2510,,,815.16,0.25,,,,,,,,
2024-10-15T00:06:47+00:00,2511,,,,,2841.46,1.60,,,,,,
2024-10-15T00:06:53+00:00,2512,6.14,6.91,,,,,,,,,,
2024-10-15T00:06:54+00:00,2513,,,,,,,27.80,67.00,,,,
2024-10-15T00:06:56+00:00,2514,,,819.19,0.25,,,,,,,,
2024-10-15T00:06:58+00:00,2515,,,,,2841.46,1.60,,,,,,
2024-10-15T00:07:03+00:00,2516,6.12,6.94,,,,,,,,,,
2024-10-15T00:07:05+00:00,2517,,,,,,,27.80,67.00,,,,
2024-10-15T00:07:07+00:00,2518,,,816.77,0.25,,,,,,,,
2024-10-15T00:07:09+00:00,2519,,,,,2845.07,1.60,,,,,,
2024-10-15T00:07:14+00:00,2520,6.03,7.09,,,,,,,,,,
2024-10-15T00:07:16+00:00,2521,,,,,,,27.80,67.00,,,,
2024-10-15T00:07:18+00:00,2522,,,816.77,0.25,,,,,,,,
2024-10-15T00:07:20+00:00,2523,,,,,2852.30,1.58,,,,,,
2024-10-15T00:07:26+00:00,2524,6.14,6.91,,,,,,,,,,
2024-10-15T00:07:27+00:00,2525,,,,,,,27.80,67.00,,,,
2024-10-15T00:07:29+00:00,2526,,,817.58,0.25,,,,,,,,
2024-10-15T00:07:31+00:00,2527,,,,,2852.30,1.58,,,,,,
2024-10-15T00:07:36+00:00,2528,6.04,7.08,,,,,,,,,,
2024-10-15T00:07:39+00:00,2529,,,,,,,27.80,67.00,,,,
2024-10-15T00:07:41+00:00,2530,,,815.96,0.25,,,,,,,,
2024-10-15T00:07:43+00:00,2531,,,,,2816.40,1.66,,,,,,
2024-10-15T00:07:48+00:00,2532,5.99,7.17,,,,,,,,,,
2024-10-15T00:07:50+00:00,2533,,,,,,,27.80,67.00,,,,
2024-10-15T00:07:52+00:00,2534,,,812.75,0.25,,,,,,,,
2024-10-15T00:07:54+00:00,2535,,,,,2816.40,1.66,,,,,,
2024-10-15T00:07:59+00:00,2536,6.00,7.15,,,,,,,,,,
2024-10-15T00:08:01+00:00,2537,,,,,,,27.80,67.00,,,,
2024-10-15T00:08:03+00:00,2538,,,815.16,0.25,,,,,,,,
2024-10-15T00:08:05+00:00,2539,,,,,2819.96,1.65,,,,,,
2024-10-15T00:08:10+00:00,2540,6.05,7.07,,,,,,,,,,
2024-10-15T00:08:12+00:00,2541,,,,,,,27.80,67.00,,,,
2024-10-15T00:08:14+00:00,2542,,,815.16,0.25,,,,,,,,
2024-10-15T00:08:16+00:00,2543,,,,,2819.96,1.65,,,,,,
2024-10-15T00:08:21+00:00,2544,6.02,7.11,,,,,,,,,,
2024-10-15T00:08:23+00:00,2545,,,,,,,27.80,67.00,,,,
2024-10-15T00:08:25+00:00,2546,,,820.81,0.24,,,,,,,,
2024-10-15T00:08:27+00:00,2547,,,,,2830.68,1.63,,,,,,
2024-10-15T00:08:32+00:00,2548,6.11,6.96,,,,,,,,,,
2024-10-15T00:08:34+00:00,2549,,,,,,,27.80,67.00,,,,
2024-10-15T00:08:36+00:00,2550,,,815.96,0.25,,,,,,,,
2024-10-15T00:08:38+00:00,2551,,,,,2816.40,1.66,,,,,,
2024-10-15T00:08:43+00:00,2552,6.04,7.08,,,,,,,,,,
2024-10-15T00:08:45+00:00,2553,,,,,,,27.80,67.00,,,,
2024-10-15T00:08:47+00:00,2554,,,815.16,0.25,,,,,,,,
2024-10-15T00:08:49+00:00,2555,,,,,2819.96,1.65,,,,,,
2024-10-15T00:08:54+00:00,2556,6.00,7.14,,,,,,,,,,
2024-10-15T00:08:56+00:00,2557,,,,,,,27.80,67.00,,,,
2024-10-15T00:08:58+00:00,2558,,,817.58,0.25,,,,,,,,
2024-10-15T00:09:00+00:00,2559,,,,,2819.96,1.65,,,,,,
2024-10-15T00:09:06+00:00,2560,6.02,7.11,,,,,,,,,,
2024-10-15T00:09:07+00:00,2561,,,,,,,27.80,67.00,,,,
2024-10-15T00:09:09+00:00,2562,,,815.16,0.25,,,,,,,,
2024-10-15T00:09:11+00:00,2563,,,,,2816.40,1.66,,,,,,
2024-10-15T00:09:16+00:00,2564,6.07,7.02,,,,,,,,,,
2024-10-15T00:09:19+00:00,2565,,,,,,,27.80,67.00,,,,
2024-10-15T00:09:21+00:00,2566,,,816.77,0.25,,,,,,,,
2024-10-15T00:09:23+00:00,2567,,,,,2911.18,1.46,,,,,,
2024-10-15T00:09:28+00:00,2568,6.01,7.13,,,,,,,,,,
2024-10-15T00:09:30+00:00,2569,,,,,,,27.80,67.00,,,,
2024-10-15T00:09:32+00:00,2570,,,817.58,0.25,,,,,,,,
2024-10-15T00:09:34+00:00,2571,,,,,2823.53,1.64,,,,,,
2024-10-15T00:09:39+00:00,2572,6.03,7.09,,,,,,,,,,
2024-10-15T00:09:41+00:00,2573,,,,,,,27.80,67.00,,,,
2024-10-15T00:09:43+00:00,2574,,,816.77,0.25,,,,,,,,
2024-10-15T00:09:45+00:00,2575,,,,,2830.68,1.63,,,,,,
2024-10-15T00:09:50+00:00,2576,6.21,6.79,,,,,,,,,,
2024-10-15T00:09:52+00:00,2577,,,,,,,27.80,67.00,,,,
2024-10-15T00:09:54+00:00,2578,,,816.77,0.25,,,,,,,,
2024-10-15T00:09:56+00:00,2579,,,,,2823.53,1.64,,,,,,
2024-10-15T00:10:01+00:00,2580,6.02,7.11,,,,,,,,,,
2024-10-15T00:10:03+00:00,2581,,,,,,,27.80,67.00,,,,
2024-10-15T00:10:05+00:00,2582,,,820.00,0.24,,,,,,,,
2024-10-15T00:10:07+00:00,2583,,,,,2855.93,1.57,,,,,,
2024-10-15T00:10:12+00:00,2584,6.11,6.96,,,,,,,,,,
2024-10-15T00:10:14+00:00,2585,,,,,,,27.80,67.00,,,,
2024-10-15T00:10:16+00:00,2586,,,821.62,0.24,,,,,,,,
2024-10-15T00:10:18+00:00,2587,,,,,2845.07,1.60,,,,,,
2024-10-15T00:10:23+00:00,2588,6.10,6.98,,,,,,,,,,
2024-10-15T00:10:25+00:00,2589,,,,,,,27.80,67.00,,,,
2024-10-15T00:10:27+00:00,2590,,,820.00,0.24,,,,,,,,
2024-10-15T00:10:29+00:00,2591,,,,,2827.10,1.63,,,,,,
2024-10-15T00:10:34+00:00,2592,6.03,7.09,,,,,,,,,,
2024-10-15T00:10:36+00:00,2593,,,,,,,27.80,67.00,,,,
2024-10-15T00:10:38+00:00,2594,,,822.43,0.24,,,,,,,,
2024-10-15T00:10:40+00:00,2595,,,,,2870.51,1.54,,,,,,
2024-10-15T00:10:46+00:00,2596,6.21,6.79,,,,,,,,,,
2024-10-15T00:10:48+00:00,2597,,,,,,,27.80,67.00,,,,
2024-10-15T00:10:49+00:00,2598,,,825.68,0.24,,,,,,,,
2024-10-15T00:10:51+00:00,2599,,,,,2852.30,1.58,,,,,,
2024-10-15T00:10:57+00:00,2600,6.12,6.95,,,,,,,,,,
2024-10-15T00:10:59+00:00,2601,,,,,,,27.80,67.00,,,,
2024-10-15T00:11:01+00:00,2602,,,824.05,0.24,,,,,,,,
2024-10-15T00:11:03+00:00,2603,,,,,2855.93,1.57,,,,,,
2024-10-15T00:11:08+00:00,2604,6.19,6.83,,,,,,,,,,
2024-10-15T00:11:10+00:00,2605,,,,,,,27.80,67.00,,,,
2024-10-15T00:11:12+00:00,2606,,,827.31,0.24,,,,,,,,
2024-10-15T00:11:14+00:00,2607,,,,,2885.20,1.51,,,,,,
2024-10-15T00:11:19+00:00,2608,6.15,6.89,,,,,,,,,,
2024-10-15T00:11:21+00:00,2609,,,,,,,27.80,67.00,,,,
2024-10-15T00:11:23+00:00,2610,,,828.12,0.24,,,,,,,,
2024-10-15T00:11:25+00:00,2611,,,,,2859.57,1.56,,,,,,
2024-10-15T00:11:30+00:00,2612,6.15,6.90,,,,,,,,,,
2024-10-15T00:11:32+00:00,2613,,,,,,,27.80,67.00,,,,
2024-10-15T00:11:34+00:00,2614,,,822.43,0.24,,,,,,,,
2024-10-15T00:11:36+00:00,2615,,,,,2855.93,1.57,,,,,,
2024-10-15T00:11:41+00:00,2616,6.02,7.11,,,,,,,,,,
2024-10-15T00:11:43+00:00,2617,,,,,,,27.80,67.00,,,,
2024-10-15T00:11:45+00:00,2618,,,824.87,0.24,,,,,,,,
2024-10-15T00:11:47+00:00,2619,,,,,2866.86,1.55,,,,,,
2024-10-15T00:11:52+00:00,2620,6.22,6.78,,,,,,,,,,
2024-10-15T00:11:54+00:00,2621,,,,,,,27.80,67.00,,,,
2024-10-15T00:11:56+00:00,2622,,,824.05,0.24,,,,,,,,
2024-10-15T00:11:58+00:00,2623,,,,,2929.94,1.43,,,,,,
2024-10-15T00:12:03+00:00,2624,6.26,6.71,,,,,,,,,,
2024-10-15T00:12:05+00:00,2625,,,,,,,27.80,67.00,,,,
2024-10-15T00:12:07+00:00,2626,,,832.21,0.24,,,,,,,,
2024-10-15T00:12:09+00:00,2627,,,,,2933.72,1.42,,,,,,
2024-10-15T00:12:14+00:00,2628,6.19,6.83,,,,,,,,,,
2024-10-15T00:12:16+00:00,2629,,,,,,,27.80,67.00,,,,
2024-10-15T00:12:18+00:00,2630,,,829.76,0.24,,,,,,,,
2024-10-15T00:12:20+00:00,2631,,,,,2914.91,1.46,,,,,,
2024-10-15T00:12:26+00:00,2632,6.18,6.84,,,,,,,,,,
2024-10-15T00:12:28+00:00,2633,,,,,,,27.80,67.00,,,,
2024-10-15T00:12:30+00:00,2634,,,831.40,0.24,,,,,,,,
2024-10-15T00:12:31+00:00,2635,,,,,2896.29,1.49,,,,,,
2024-10-15T00:12:36+00:00,2636,6.23,6.76,,,,,,,,,,
2024-10-15T00:12:39+00:00,2637,,,,,,,27.80,67.00,,,,
2024-10-15T00:12:41+00:00,2638,,,828.12,0.24,,,,,,,,
2024-10-15T00:12:43+00:00,2639,,,,,2863.21,1.56,,,,,,
2024-10-15T00:12:48+00:00,2640,6.17,6.85,,,,,,,,,,
2024-10-15T00:12:50+00:00,2641,,,,,,,27.80,67.00,,,,
2024-10-15T00:12:52+00:00,2642,,,828.94,0.24,,,,,,,,
2024-10-15T00:12:54+00:00,2643,,,,,2926.17,1.44,,,,,,
2024-10-15T00:12:59+00:00,2644,6.18,6.84,,,,,,,,,,
2024-10-15T00:13:01+00:00,2645,,,,,,,27.80,67.00,,,,
2024-10-15T00:13:03+00:00,2646,,,832.21,0.24,,,,,,,,
2024-10-15T00:13:05+00:00,2647,,,,,2926.17,1.44,,,,,,
2024-10-15T00:13:10+00:00,2648,6.27,6.70,,,,,,,,,,
2024-10-15T00:13:12+00:00,2649,,,,,,,27.80,67.00,,,,
2024-10-15T00:13:14+00:00,2650,,,833.03,0.24,,,,,,,,
2024-10-15T00:13:16+00:00,2651,,,,,2933.72,1.42,,,,,,
2024-10-15T00:13:21+00:00,2652,6.21,6.79,,,,,,,,,,
2024-10-15T00:13:23+00:00,2653,,,,,,,27.80,67.00,,,,
2024-10-15T00:13:25+00:00,2654,,,840.45,0.23,,,,,,,,
2024-10-15T00:13:27+00:00,2655,,,,,2945.09,1.40,,,,,,
2024-10-15T00:13:32+00:00,2656,6.23,6.76,,,,,,,,,,
2024-10-15T00:13:34+00:00,2657,,,,,,,27.80,67.00,,,,
2024-10-15T00:13:36+00:00,2658,,,833.03,0.24,,,,,,,,
2024-10-15T00:13:38+00:00,2659,,,,,2941.29,1.41,,,,,,
2024-10-15T00:13:43+00:00,2660,6.22,6.78,,,,,,,,,,
2024-10-15T00:13:45+00:00,2661,,,,,,,27.80,67.00,,,,
2024-10-15T00:13:47+00:00,2662,,,835.50,0.24,,,,,,,,
2024-10-15T00:13:49+00:00,2663,,,,,2937.50,1.42,,,,,,
2024-10-15T00:13:54+00:00,2664,6.25,6.72,,,,,,,,,,
2024-10-15T00:13:56+00:00,2665,,,,,,,27.80,67.00,,,,
2024-10-15T00:13:58+00:00,2666,,,841.28,0.23,,,,,,,,
2024-10-15T00:14:00+00:00,2667,,,,,2937.50,1.42,,,,,,
2024-10-15T00:14:06+00:00,2668,6.25,6.72,,,,,,,,,,
2024-10-15T00:14:08+00:00,2669,,,,,,,27.80,67.00,,,,
2024-10-15T00:14:10+00:00,2670,,,832.21,0.24,,,,,,,,
2024-10-15T00:14:12+00:00,2671,,,,,2937.50,1.42,,,,,,
2024-10-15T00:14:17+00:00,2672,6.25,6.73,,,,,,,,,,
2024-10-15T00:14:19+00:00,2673,,,,,,,27.80,67.00,,,,
2024-10-15T00:14:21+00:00,2674,,,828.12,0.24,,,,,,,,
2024-10-15T00:14:23+00:00,2675,,,,,3002.93,1.30,,,,,,
2024-10-15T00:14:28+00:00,2676,6.21,6.79,,,,,,,,,,
2024-10-15T00:14:30+00:00,2677,,,,,,,27.80,67.00,,,,
2024-10-15T00:14:32+00:00,2678,,,835.50,0.24,,,,,,,,
2024-10-15T00:14:34+00:00,2679,,,,,2945.09,1.40,,,,,,
2024-10-15T00:14:39+00:00,2680,6.25,6.72,,,,,,,,,,
2024-10-15T00:14:41+00:00,2681,,,,,,,27.80,67.00,,,,
2024-10-15T00:14:43+00:00,2682,,,831.40,0.24,,,,,,,,
2024-10-15T00:14:45+00:00,2683,,,,,2937.50,1.42,,,,,,
2024-10-15T00:14:50+00:00,2684,6.26,6.71,,,,,,,,,,
2024-10-15T00:14:52+00:00,2685,,,,,,,27.80,67.00,,,,
2024-10-15T00:14:54+00:00,2686,,,834.68,0.24,,,,,,,,
2024-10-15T00:14:56+00:00,2687,,,,,2937.50,1.42,,,,,,
2024-10-15T00:15:01+00:00,2688,6.21,6.79,,,,,,,,,,
2024-10-15T00:15:03+00:00,2689,,,,,,,27.80,67.00,,,,
2024-10-15T00:15:05+00:00,2690,,,836.32,0.23,,,,,,,,
2024-10-15T00:15:07+00:00,2691,,,,,2937.50,1.42,,,,,,
2024-10-15T00:15:13+00:00,2692,6.25,6.73,,,,,,,,,,
2024-10-15T00:15:14+00:00,2693,,,,,,,27.80,67.00,,,,
2024-10-15T00:15:16+00:00,2694,,,833.03,0.24,,,,,,,,
2024-10-15T00:15:18+00:00,2695,,,,,2948.89,1.39,,,,,,
2024-10-15T00:15:23+00:00,2696,6.24,6.75,,,,,,,,,,
2024-10-15T00:15:25+00:00,2697,,,,,,,27.80,67.00,,,,
2024-10-15T00:15:27+00:00,2698,,,833.03,0.24,,,,,,,,
2024-10-15T00:15:29+00:00,2699,,,,,2941.29,1.41,,,,,,
2024-10-15T00:15:34+00:00,2700,6.21,6.79,,,,,,,,,,
2024-10-15T00:15:36+00:00,2701,,,,,,,27.80,67.00,,,,
2024-10-15T00:15:38+00:00,2702,,,833.03,0.24,,,,,,,,
2024-10-15T00:15:40+00:00,2703,,,,,2945.09,1.40,,,,,,
2024-10-15T00:15:46+00:00,2704,6.29,6.66,,,,,,,,,,
2024-10-15T00:15:48+00:00,2705,,,,,,,27.80,67.00,,,,
2024-10-15T00:15:50+00:00,2706,,,837.15,0.23,,,,,,,,
2024-10-15T00:15:52+00:00,2707,,,,,2945.09,1.40,,,,,,
2024-10-15T00:15:57+00:00,2708,6.25,6.72,,,,,,,,,,
2024-10-15T00:15:59+00:00,2709,,,,,,,27.80,67.00,,,,
2024-10-15T00:16:01+00:00,2710,,,836.32,0.23,,,,,,,,
2024-10-15T00:16:03+00:00,2711,,,,,2945.09,1.40,,,,,,
2024-10-15T00:16:08+00:00,2712,6.24,6.75,,,,,,,,,,
2024-10-15T00:16:10+00:00,2713,,,,,,,27.80,67.00,,,,
2024-10-15T00:16:12+00:00,2714,,,835.50,0.24,,,,,,,,
2024-10-15T00:16:14+00:00,2715,,,,,2948.89,1.39,,,,,,
2024-10-15T00:16:19+00:00,2716,6.38,6.53,,,,,,,,,,
2024-10-15T00:16:21+00:00,2717,,,,,,,27.80,67.00,,,,
2024-10-15T00:16:23+00:00,2718,,,833.86,0.24,,,,,,,,
2024-10-15T00:16:25+00:00,2719,,,,,2941.29,1.41,,,,,,
